,sellerid,eventid,salesid,buyerid,dateid,qtysold,pricepaid,commission,numtickets,priceperticket
40961,44559,2583,40846,31520,1944,4,548.0,82.2,8,137.0
40962,35845,557,24710,35961,1944,4,736.0,110.4,8,184.0
40963,46037,4292,146700,24848,1944,4,996.0,149.4,8,249.0
40964,27402,2807,85485,12194,1944,4,1152.0,172.8,8,288.0
40965,14860,6617,78799,19039,1944,4,1968.0,295.2,8,492.0
40966,27120,3007,159034,47813,1944,4,7312.0,1096.8,8,1828.0
40967,32745,1456,168593,19276,1944,4,9076.0,1361.4,8,2269.0
40968,15892,1144,15673,47238,1945,4,404.0,60.6,8,101.0
40969,20569,5915,60128,19274,1945,4,460.0,69.0,8,115.0
40970,22980,2537,6498,30619,1945,4,632.0,94.8,8,158.0
40971,2094,8474,35860,2575,1945,4,1376.0,206.4,8,344.0
40972,39668,1740,101398,25147,1945,4,1472.0,220.8,8,368.0
40973,35274,4109,168217,3255,1945,4,6324.0,948.6,8,1581.0
40974,11376,7755,31196,20202,1946,4,248.0,37.2,8,62.0
40975,18260,7574,5686,20042,1946,4,528.0,79.2,8,132.0
40976,18964,131,30770,3340,1946,4,876.0,131.4,8,219.0
40977,49612,3866,92613,93,1946,4,936.0,140.4,8,234.0
40978,25333,3661,32391,5002,1946,4,968.0,145.2,8,242.0
40979,8564,4750,134893,19678,1946,4,996.0,149.4,8,249.0
40980,25084,8574,91459,4082,1946,4,1552.0,232.8,8,388.0
40981,4529,6429,98071,779,1946,4,1936.0,290.4,8,484.0
40982,16346,5617,159320,32457,1946,4,8752.0,1312.8,8,2188.0
40983,23830,82,98898,45004,1947,4,96.0,14.4,8,24.0
40984,37924,3770,93669,10157,1947,4,128.0,19.2,8,32.0
40985,37603,6042,73867,1227,1947,4,360.0,54.0,8,90.0
40986,40626,6574,14363,35800,1947,4,512.0,76.8,8,128.0
40987,59,2251,168922,31074,1947,4,3456.0,518.4,8,864.0
40988,284,4782,168383,1216,1947,4,4624.0,693.6,8,1156.0
40989,10272,8546,168063,4805,1947,4,4828.0,724.2,8,1207.0
40990,26265,483,160745,10247,1947,4,6292.0,943.8,8,1573.0
40991,18387,7818,163707,27604,1947,4,9912.0,1486.8,8,2478.0
40992,48556,4997,110614,13137,1948,4,124.0,18.6,8,31.0
40993,25618,4195,4659,19697,1948,4,132.0,19.8,8,33.0
40994,39233,1652,121668,1024,1948,4,184.0,27.6,8,46.0
40995,23853,6591,134251,2256,1948,4,356.0,53.4,8,89.0
40996,42685,547,105844,687,1948,4,640.0,96.0,8,160.0
40997,15230,2756,59175,22584,1948,4,1256.0,188.4,8,314.0
40998,46573,7527,148854,9971,1948,4,1724.0,258.6,8,431.0
40999,19291,3525,100088,39558,1948,4,1864.0,279.6,8,466.0
41000,36272,2990,167567,2748,1948,4,2552.0,382.8,8,638.0
41001,45366,7489,161728,22309,1948,4,7368.0,1105.2,8,1842.0
41002,44535,2728,47539,18478,1949,4,608.0,91.2,8,152.0
41003,2971,1773,25509,1646,1949,4,672.0,100.8,8,168.0
41004,12041,2232,48935,25190,1949,4,940.0,141.0,8,235.0
41005,40350,192,134513,2381,1949,4,1084.0,162.6,8,271.0
41006,47331,2990,163561,5323,1949,4,8712.0,1306.8,8,2178.0
41007,29794,5765,165559,4297,1949,4,8952.0,1342.8,8,2238.0
41008,33095,4239,169651,15868,1949,4,8972.0,1345.8,8,2243.0
41009,3928,6871,30847,7098,1950,4,1108.0,166.2,8,277.0
41010,16684,527,67808,34391,1950,4,1228.0,184.2,8,307.0
41011,10895,7582,85710,5188,1950,4,1740.0,261.0,8,435.0
41012,31338,3864,168236,2464,1950,4,9356.0,1403.4,8,2339.0
41013,5578,5326,8279,6070,1951,4,196.0,29.4,8,49.0
41014,41956,2674,151031,11607,1951,4,344.0,51.6,8,86.0
41015,7572,2979,91258,20293,1951,4,552.0,82.8,8,138.0
41016,13304,3364,37365,17769,1951,4,652.0,97.8,8,163.0
41017,20871,4125,78945,20629,1951,4,916.0,137.4,8,229.0
41018,21185,4622,83561,4721,1951,4,1004.0,150.6,8,251.0
41019,26484,7136,63373,25851,1951,4,1476.0,221.4,8,369.0
41020,19053,6143,160444,26102,1951,4,9564.0,1434.6,8,2391.0
41021,7373,5174,32659,8926,1952,4,200.0,30.0,8,50.0
41022,12207,4274,33134,25779,1952,4,456.0,68.4,8,114.0
41023,20356,3088,46664,35,1952,4,460.0,69.0,8,115.0
41024,14672,3087,62901,40297,1952,4,940.0,141.0,8,235.0
41025,23861,3040,33663,1197,1952,4,1352.0,202.8,8,338.0
41026,21821,4955,164776,23552,1952,4,8252.0,1237.8,8,2063.0
41027,48300,7916,118589,23099,1953,4,764.0,114.6,8,191.0
41028,35327,2227,106291,8357,1953,4,904.0,135.6,8,226.0
41029,36950,8190,13761,4752,1953,4,960.0,144.0,8,240.0
41030,30837,3938,98271,26105,1953,4,1048.0,157.2,8,262.0
41031,46858,4596,86292,7319,1953,4,1120.0,168.0,8,280.0
41032,24429,8380,164677,5149,1953,4,3144.0,471.6,8,786.0
41033,754,4816,156989,32659,1953,4,3632.0,544.8,8,908.0
41034,39221,3287,167508,13570,1953,4,6036.0,905.4,8,1509.0
41035,4994,3174,164049,35221,1953,4,9072.0,1360.8,8,2268.0
41036,16155,5672,82185,40042,1954,4,184.0,27.6,8,46.0
41037,22535,8033,68488,15807,1954,4,400.0,60.0,8,100.0
41038,27212,8300,99837,10617,1954,4,544.0,81.6,8,136.0
41039,9601,1583,11034,15163,1954,4,556.0,83.4,8,139.0
41040,13552,1160,32989,5026,1954,4,908.0,136.2,8,227.0
41041,15976,7533,38319,13956,1954,4,956.0,143.4,8,239.0
41042,1224,4619,127597,28503,1954,4,1132.0,169.8,8,283.0
41043,43462,4051,165008,36007,1954,4,8156.0,1223.4,8,2039.0
41044,38735,6417,2708,31691,1955,4,556.0,83.4,8,139.0
41045,35549,6039,108371,35112,1955,4,880.0,132.0,8,220.0
41046,18345,1210,132658,26853,1955,4,1120.0,168.0,8,280.0
41047,41718,4524,151374,32681,1955,4,1336.0,200.4,8,334.0
41048,27474,7733,135905,4614,1955,4,1632.0,244.8,8,408.0
41049,8065,336,172382,37536,1955,4,3744.0,561.6,8,936.0
41050,5760,4955,166287,33016,1955,4,9972.0,1495.8,8,2493.0
41051,40871,5079,16188,2946,1956,4,148.0,22.2,8,37.0
41052,4820,4925,28245,1904,1956,4,320.0,48.0,8,80.0
41053,36066,2715,133134,23211,1956,4,396.0,59.4,8,99.0
41054,49984,7290,8073,5747,1956,4,768.0,115.2,8,192.0
41055,44332,5816,37578,560,1956,4,872.0,130.8,8,218.0
41056,27746,5825,170507,8010,1956,4,2960.0,444.0,8,740.0
41057,34225,1854,158591,3672,1956,4,8140.0,1221.0,8,2035.0
41058,14807,8457,108763,167,1957,4,144.0,21.6,8,36.0
41059,14916,1277,94313,11684,1957,4,176.0,26.4,8,44.0
41060,18789,5357,128146,23822,1957,4,368.0,55.2,8,92.0
41061,13896,7525,155816,23876,1957,4,556.0,83.4,8,139.0
41062,32551,2080,136089,35533,1957,4,596.0,89.4,8,149.0
41063,3257,7447,122439,12190,1957,4,776.0,116.4,8,194.0
41064,4717,3287,110991,40875,1957,4,1720.0,258.0,8,430.0
41065,39392,3014,158830,2429,1957,4,5976.0,896.4,8,1494.0
41066,13794,6512,160761,668,1957,4,6988.0,1048.2,8,1747.0
41067,27900,5086,172364,5326,1957,4,8608.0,1291.2,8,2152.0
41068,16324,324,83929,9398,1958,4,764.0,114.6,8,191.0
41069,12323,7501,140516,5528,1958,4,824.0,123.6,8,206.0
41070,46480,4570,158856,1913,1958,4,1408.0,211.2,8,352.0
41071,1294,7527,74273,12309,1958,4,1656.0,248.4,8,414.0
41072,21125,4700,138798,6203,1958,4,1840.0,276.0,8,460.0
41073,43383,3101,59471,15163,1958,4,1980.0,297.0,8,495.0
41074,6731,3505,168299,29836,1958,4,5844.0,876.6,8,1461.0
41075,4041,3690,171736,7093,1958,4,6636.0,995.4,8,1659.0
41076,38691,2464,49171,5407,1959,4,376.0,56.4,8,94.0
41077,8687,2282,145137,7821,1959,4,388.0,58.2,8,97.0
41078,38551,614,32339,13097,1959,4,500.0,75.0,8,125.0
41079,43524,2245,139639,2604,1959,4,576.0,86.4,8,144.0
41080,37541,2972,59321,1651,1959,4,632.0,94.8,8,158.0
41081,20548,8460,4879,4345,1959,4,672.0,100.8,8,168.0
41082,26124,5334,21689,17775,1959,4,1000.0,150.0,8,250.0
41083,15051,1604,46958,1752,1959,4,1400.0,210.0,8,350.0
41084,22352,8423,149395,18732,1959,4,1408.0,211.2,8,352.0
41085,17449,5849,103122,22846,1959,4,1576.0,236.4,8,394.0
41086,16603,1725,160865,3407,1959,4,1636.0,245.4,8,409.0
41087,36159,1483,167938,8875,1959,4,5824.0,873.6,8,1456.0
41088,11290,4841,121208,9301,1960,4,808.0,121.2,8,202.0
41089,46729,7842,146745,34990,1960,4,952.0,142.8,8,238.0
41090,46046,2451,138040,630,1960,4,1716.0,257.4,8,429.0
41091,43985,5949,161136,9186,1960,4,3116.0,467.4,8,779.0
41092,10731,863,169225,16872,1960,4,5588.0,838.2,8,1397.0
41093,32532,139,78585,28032,1961,4,104.0,15.6,8,26.0
41094,11760,1374,49567,4413,1961,4,532.0,79.8,8,133.0
41095,47535,5673,139013,630,1961,4,988.0,148.2,8,247.0
41096,41922,4574,41424,7043,1961,4,1180.0,177.0,8,295.0
41097,23892,8628,165966,46899,1961,4,1740.0,261.0,8,435.0
41098,40797,6727,172070,4313,1961,4,2636.0,395.4,8,659.0
41099,11806,8124,162802,49937,1961,4,4348.0,652.2,8,1087.0
41100,25692,2548,166166,21083,1961,4,6644.0,996.6,8,1661.0
41101,47998,5555,166346,6459,1961,4,8052.0,1207.8,8,2013.0
41102,30764,3248,164420,37831,1961,4,8740.0,1311.0,8,2185.0
41103,375,894,100578,11210,1962,4,120.0,18.0,8,30.0
41104,21491,2743,20984,26930,1962,4,156.0,23.4,8,39.0
41105,24421,6077,125426,35941,1962,4,188.0,28.2,8,47.0
41106,11161,1783,15870,16451,1962,4,272.0,40.8,8,68.0
41107,9903,681,121692,5074,1962,4,400.0,60.0,8,100.0
41108,36956,7964,154906,3104,1962,4,1172.0,175.8,8,293.0
41109,29371,2548,43380,13814,1962,4,1376.0,206.4,8,344.0
41110,44920,2454,42695,4570,1963,4,1092.0,163.8,8,273.0
41111,19445,7624,160142,17379,1963,4,8176.0,1226.4,8,2044.0
41112,8737,3683,158383,4075,1963,4,9188.0,1378.2,8,2297.0
41113,5895,589,161913,668,1963,4,9792.0,1468.8,8,2448.0
41114,17430,6836,50932,32063,1964,4,288.0,43.2,8,72.0
41115,33134,3259,43858,5202,1964,4,772.0,115.8,8,193.0
41116,13224,5119,35691,560,1964,4,928.0,139.2,8,232.0
41117,47188,4337,29468,9674,1964,4,1072.0,160.8,8,268.0
41118,24105,556,167810,17583,1964,4,1416.0,212.4,8,354.0
41119,41250,6343,149944,6523,1964,4,1456.0,218.4,8,364.0
41120,2880,6090,54317,3656,1964,4,1864.0,279.6,8,466.0
41121,23851,3213,63462,9865,1964,4,1968.0,295.2,8,492.0
41122,42915,2728,169218,31362,1964,4,2552.0,382.8,8,638.0
41123,44106,6318,157000,34619,1964,4,5224.0,783.6,8,1306.0
41124,20016,768,17476,22843,1965,4,300.0,45.0,8,75.0
41125,5876,7487,100118,24755,1965,4,476.0,71.4,8,119.0
41126,43001,7630,123916,1032,1965,4,504.0,75.6,8,126.0
41127,32675,1100,68797,6642,1965,4,520.0,78.0,8,130.0
41128,5343,1497,148897,39788,1965,4,1052.0,157.8,8,263.0
41129,39858,2249,101715,5532,1965,4,1200.0,180.0,8,300.0
41130,32847,7933,172331,31988,1965,4,1524.0,228.6,8,381.0
41131,14368,5545,153679,6801,1965,4,1660.0,249.0,8,415.0
41132,12094,3845,168873,30564,1965,4,2160.0,324.0,8,540.0
41133,4017,7263,159430,16391,1965,4,6748.0,1012.2,8,1687.0
41134,28708,2123,131104,33650,1966,4,932.0,139.8,8,233.0
41135,32621,3058,106189,15194,1966,4,1032.0,154.8,8,258.0
41136,14178,7634,62651,8037,1966,4,1964.0,294.6,8,491.0
41137,14773,4814,159475,9010,1966,4,6888.0,1033.2,8,1722.0
41138,24104,8443,11371,23420,1967,4,704.0,105.6,8,176.0
41139,768,5938,54565,20804,1967,4,900.0,135.0,8,225.0
41140,16669,8389,82042,24111,1967,4,1456.0,218.4,8,364.0
41141,3392,4581,93155,22464,1967,4,1684.0,252.6,8,421.0
41142,2082,131,70636,38608,1967,4,1724.0,258.6,8,431.0
41143,27653,2860,171738,1516,1967,4,2096.0,314.4,8,524.0
41144,22157,8384,168024,20997,1967,4,5280.0,792.0,8,1320.0
41145,37925,7641,166083,49551,1967,4,7252.0,1087.8,8,1813.0
41146,16954,6283,80821,22026,1968,4,1012.0,151.8,8,253.0
41147,16857,2488,150277,10496,1968,4,1144.0,171.6,8,286.0
41148,40725,2003,76155,7706,1968,4,1152.0,172.8,8,288.0
41149,47588,2002,143278,599,1968,4,1348.0,202.2,8,337.0
41150,29008,4064,157321,34348,1968,4,2788.0,418.2,8,697.0
41151,40314,2284,31323,13780,1969,4,252.0,37.8,8,63.0
41152,3975,5795,96743,8724,1969,4,620.0,93.0,8,155.0
41153,45773,4064,47235,19600,1969,4,720.0,108.0,8,180.0
41154,1570,2737,73394,29517,1969,4,756.0,113.4,8,189.0
41155,1362,881,118141,6223,1969,4,800.0,120.0,8,200.0
41156,18933,3221,107443,30688,1969,4,1176.0,176.4,8,294.0
41157,26165,4930,136693,23203,1969,4,1240.0,186.0,8,310.0
41158,5815,749,167247,14564,1969,4,4020.0,603.0,8,1005.0
41159,48930,8730,165389,30099,1969,4,6884.0,1032.6,8,1721.0
41160,1776,551,158931,24359,1969,4,8148.0,1222.2,8,2037.0
41161,41483,2327,36570,5966,1970,4,104.0,15.6,8,26.0
41162,34528,6447,118951,5460,1970,4,1132.0,169.8,8,283.0
41163,14456,625,74822,12795,1970,4,1584.0,237.6,8,396.0
41164,37068,6776,170326,4667,1970,4,2864.0,429.6,8,716.0
41165,37379,5545,171965,7581,1970,4,3820.0,573.0,8,955.0
41166,42322,7536,166520,38800,1970,4,6888.0,1033.2,8,1722.0
41167,37919,4977,166402,2802,1970,4,6976.0,1046.4,8,1744.0
41168,47900,2820,152537,13180,1971,4,476.0,71.4,8,119.0
41169,28403,2417,136007,35301,1971,4,544.0,81.6,8,136.0
41170,25384,8127,10560,13461,1971,4,892.0,133.8,8,223.0
41171,36175,2807,139831,5573,1971,4,1268.0,190.2,8,317.0
41172,1178,4337,131338,25341,1971,4,1652.0,247.8,8,413.0
41173,39643,4550,163652,16449,1971,4,6876.0,1031.4,8,1719.0
41174,6682,5,14013,2682,1972,4,284.0,42.6,8,71.0
41175,29341,2361,14526,29718,1972,4,720.0,108.0,8,180.0
41176,38088,5952,2526,28842,1972,4,920.0,138.0,8,230.0
41177,26110,3704,122786,47392,1972,4,1152.0,172.8,8,288.0
41178,20532,2454,131405,229,1972,4,1388.0,208.2,8,347.0
41179,23963,7414,54150,1631,1972,4,1648.0,247.2,8,412.0
41180,22449,2488,83452,2463,1972,4,1668.0,250.2,8,417.0
41181,34865,7328,58015,19026,1972,4,1904.0,285.6,8,476.0
41182,4365,5963,139707,24115,1972,4,1924.0,288.6,8,481.0
41183,46417,8243,166998,3255,1972,4,2460.0,369.0,8,615.0
41184,16549,6937,128778,27359,1973,4,140.0,21.0,8,35.0
41185,15062,7608,102554,21244,1973,4,1292.0,193.8,8,323.0
41186,33562,3171,168100,23758,1973,4,1784.0,267.6,8,446.0
41187,4855,5349,150365,41662,1973,4,1916.0,287.4,8,479.0
41188,5866,4782,166995,38576,1973,4,1976.0,296.4,8,494.0
41189,4315,3259,33834,3214,1974,4,256.0,38.4,8,64.0
41190,37131,7930,31139,11735,1974,4,256.0,38.4,8,64.0
41191,3017,1056,138952,8811,1974,4,572.0,85.8,8,143.0
41192,32845,2807,135646,2885,1974,4,1524.0,228.6,8,381.0
41193,41949,2566,59328,37760,1974,4,1692.0,253.8,8,423.0
41194,14349,8453,114536,9965,1974,4,1952.0,292.8,8,488.0
41195,35054,2182,169282,24406,1974,4,7308.0,1096.2,8,1827.0
41196,39822,2567,76049,11023,1975,4,144.0,21.6,8,36.0
41197,47656,4647,110506,160,1975,4,180.0,27.0,8,45.0
41198,1253,7922,19854,23889,1975,4,432.0,64.8,8,108.0
41199,4248,4243,24082,13446,1975,4,776.0,116.4,8,194.0
41200,16413,4177,4435,10610,1975,4,928.0,139.2,8,232.0
41201,15384,4172,37731,5442,1975,4,1084.0,162.6,8,271.0
41202,27813,3805,131774,18281,1975,4,1520.0,228.0,8,380.0
41203,31303,2990,157432,33993,1975,4,2068.0,310.2,8,517.0
41204,25433,4657,160977,4810,1975,4,7884.0,1182.6,8,1971.0
41205,1140,5650,162714,24535,1975,4,8132.0,1219.8,8,2033.0
41206,41263,2627,160319,38489,1975,4,8228.0,1234.2,8,2057.0
41207,1360,8589,49611,22621,1976,4,320.0,48.0,8,80.0
41208,26513,7847,88556,29300,1976,4,336.0,50.4,8,84.0
41209,9602,4997,142510,17653,1976,4,608.0,91.2,8,152.0
41210,14054,331,115750,28126,1976,4,1404.0,210.6,8,351.0
41211,26046,8217,90122,21401,1976,4,1892.0,283.8,8,473.0
41212,35603,8569,166780,38606,1976,4,7256.0,1088.4,8,1814.0
41213,35874,6727,165749,2228,1976,4,7676.0,1151.4,8,1919.0
41214,26652,2009,157946,4631,1976,4,7912.0,1186.8,8,1978.0
41215,42337,6065,6724,31655,1977,4,96.0,14.4,8,24.0
41216,34363,4726,113300,13656,1977,4,124.0,18.6,8,31.0
41217,3632,2855,70006,33530,1977,4,516.0,77.4,8,129.0
41218,10755,4686,57702,8396,1977,4,708.0,106.2,8,177.0
41219,38407,7214,2804,37287,1977,4,724.0,108.6,8,181.0
41220,18042,2661,53108,4093,1977,4,932.0,139.8,8,233.0
41221,33823,1795,109165,11939,1977,4,1180.0,177.0,8,295.0
41222,25009,6324,91012,17801,1977,4,1452.0,217.8,8,363.0
41223,24448,209,168347,34580,1977,4,4092.0,613.8,8,1023.0
41224,37756,3259,151770,2604,1978,4,164.0,24.6,8,41.0
41225,48975,6098,22750,27464,1978,4,184.0,27.6,8,46.0
41226,26651,7412,122641,5806,1978,4,372.0,55.8,8,93.0
41227,4103,7126,102226,3797,1978,4,392.0,58.8,8,98.0
41228,33544,882,120393,5045,1978,4,1696.0,254.4,8,424.0
41229,33272,6945,153716,9278,1978,4,1860.0,279.0,8,465.0
41230,15790,2670,162143,32002,1978,4,5876.0,881.4,8,1469.0
41231,11992,1151,165667,37204,1978,4,7308.0,1096.2,8,1827.0
41232,38079,6089,68343,9228,1979,4,500.0,75.0,8,125.0
41233,18582,1149,166927,12791,1979,4,3128.0,469.2,8,782.0
41234,31505,8290,165905,33438,1979,4,9716.0,1457.4,8,2429.0
41235,28093,1401,114453,913,1980,4,896.0,134.4,8,224.0
41236,11291,1604,116274,7070,1980,4,1312.0,196.8,8,328.0
41237,7758,1922,29572,22556,1981,4,204.0,30.6,8,51.0
41238,16487,4328,115028,23660,1981,4,288.0,43.2,8,72.0
41239,12618,3071,73666,7716,1981,4,700.0,105.0,8,175.0
41240,29292,4722,122512,4843,1981,4,1532.0,229.8,8,383.0
41241,48375,4176,160125,11062,1981,4,3392.0,508.8,8,848.0
41242,8414,1992,171239,16521,1981,4,6068.0,910.2,8,1517.0
41243,42108,4880,166772,18326,1981,4,7480.0,1122.0,8,1870.0
41244,43160,1065,165380,36430,1981,4,9796.0,1469.4,8,2449.0
41245,6310,8003,21649,23667,1982,4,392.0,58.8,8,98.0
41246,31182,8708,85009,4973,1982,4,448.0,67.2,8,112.0
41247,36349,4455,39863,28117,1982,4,936.0,140.4,8,234.0
41248,34016,7425,37358,3243,1982,4,1180.0,177.0,8,295.0
41249,38119,1841,99992,16552,1982,4,1332.0,199.8,8,333.0
41250,45958,3727,140522,3463,1982,4,1776.0,266.4,8,444.0
41251,15425,2434,171896,5326,1982,4,5612.0,841.8,8,1403.0
41252,33022,3259,100232,29433,1983,4,460.0,69.0,8,115.0
41253,46103,3811,97872,7896,1983,4,1496.0,224.4,8,374.0
41254,5954,3057,106423,6652,1983,4,1764.0,264.6,8,441.0
41255,46205,2048,141447,44549,1983,4,1780.0,267.0,8,445.0
41256,36950,6357,160866,13850,1983,4,2420.0,363.0,8,605.0
41257,7252,418,119370,995,1984,4,176.0,26.4,8,44.0
41258,26460,927,69735,44002,1984,4,440.0,66.0,8,110.0
41259,12922,8217,143139,12450,1984,4,548.0,82.2,8,137.0
41260,7111,2549,38552,15527,1984,4,764.0,114.6,8,191.0
41261,40575,6744,159325,46297,1984,4,1892.0,283.8,8,473.0
41262,40138,981,163659,8143,1984,4,8740.0,1311.0,8,2185.0
41263,11382,6466,164772,20792,1984,4,8828.0,1324.2,8,2207.0
41264,8684,8773,159438,14803,1984,4,9120.0,1368.0,8,2280.0
41265,15087,6603,59361,13779,1985,4,616.0,92.4,8,154.0
41266,18617,898,25954,16795,1985,4,864.0,129.6,8,216.0
41267,31182,4873,31690,3448,1985,4,1080.0,162.0,8,270.0
41268,24751,1183,84963,45250,1985,4,1452.0,217.8,8,363.0
41269,46488,8420,139189,9310,1985,4,1684.0,252.6,8,421.0
41270,7969,2962,111349,23754,1985,4,1920.0,288.0,8,480.0
41271,29095,8081,170277,21544,1985,4,9772.0,1465.8,8,2443.0
41272,6535,1544,19759,16254,1986,4,124.0,18.6,8,31.0
41273,10862,4177,27075,20016,1986,4,192.0,28.8,8,48.0
41274,39209,6375,23513,6590,1986,4,260.0,39.0,8,65.0
41275,3594,8174,15817,30557,1986,4,528.0,79.2,8,132.0
41276,22830,1792,80395,4355,1986,4,960.0,144.0,8,240.0
41277,22131,2779,165733,47888,1986,4,5888.0,883.2,8,1472.0
41278,42702,7315,160564,16728,1986,4,7684.0,1152.6,8,1921.0
41279,2847,243,3097,18638,1987,4,444.0,66.6,8,111.0
41280,327,1795,31392,10260,1987,4,520.0,78.0,8,130.0
41281,7521,5781,58381,8053,1987,4,660.0,99.0,8,165.0
41282,37919,8000,160106,24751,1987,4,4424.0,663.6,8,1106.0
41283,32349,1576,17469,29522,1988,4,368.0,55.2,8,92.0
41284,21894,8535,144545,3252,1988,4,684.0,102.6,8,171.0
41285,41934,5921,17758,23680,1988,4,704.0,105.6,8,176.0
41286,3647,3425,7252,13901,1988,4,964.0,144.6,8,241.0
41287,37148,344,167832,1051,1988,4,2092.0,313.8,8,523.0
41288,6133,8093,81561,7866,1989,4,140.0,21.0,8,35.0
41289,24687,3895,62618,17350,1989,4,284.0,42.6,8,71.0
41290,15102,7454,149443,24757,1989,4,864.0,129.6,8,216.0
41291,35213,1846,6664,12030,1989,4,920.0,138.0,8,230.0
41292,46979,6377,126491,21096,1989,4,1260.0,189.0,8,315.0
41293,24382,5862,32553,12779,1989,4,1360.0,204.0,8,340.0
41294,42550,6133,85793,13858,1989,4,1628.0,244.2,8,407.0
41295,41083,7707,153025,11070,1989,4,1648.0,247.2,8,412.0
41296,33310,7126,171764,34043,1989,4,4096.0,614.4,8,1024.0
41297,41472,8243,77890,9427,1990,4,484.0,72.6,8,121.0
41298,21393,5285,117299,10536,1990,4,1184.0,177.6,8,296.0
41299,36779,4550,123212,25910,1990,4,1264.0,189.6,8,316.0
41300,45770,5025,95978,19482,1990,4,1812.0,271.8,8,453.0
41301,43361,5893,75138,12327,1990,4,1928.0,289.2,8,482.0
41302,33378,5815,164249,6035,1990,4,3564.0,534.6,8,891.0
41303,8199,7070,62209,20957,1991,4,796.0,119.4,8,199.0
41304,45082,6608,138008,2070,1991,4,1728.0,259.2,8,432.0
41305,14851,8120,165896,2760,1991,4,3624.0,543.6,8,906.0
41306,1140,3586,163270,43079,1991,4,7788.0,1168.2,8,1947.0
41307,19814,2752,163850,4269,1991,4,8068.0,1210.2,8,2017.0
41308,12885,7245,157140,21767,1991,4,9236.0,1385.4,8,2309.0
41309,7079,5993,59286,37633,1992,4,340.0,51.0,8,85.0
41310,41421,7011,16203,15142,1992,4,568.0,85.2,8,142.0
41311,10609,4459,17159,6994,1992,4,760.0,114.0,8,190.0
41312,12322,4243,90939,48017,1992,4,1420.0,213.0,8,355.0
41313,47844,7647,159952,8889,1992,4,5548.0,832.2,8,1387.0
41314,42014,3108,165229,12638,1992,4,7828.0,1174.2,8,1957.0
41315,49068,1137,170360,652,1992,4,8512.0,1276.8,8,2128.0
41316,39591,2896,45033,31392,1993,4,168.0,25.2,8,42.0
41317,33676,2695,28673,9799,1993,4,192.0,28.8,8,48.0
41318,41134,6097,29337,3208,1993,4,276.0,41.4,8,69.0
41319,31451,5273,7127,41956,1993,4,552.0,82.8,8,138.0
41320,4720,1834,76396,33665,1993,4,624.0,93.6,8,156.0
41321,6356,8309,90199,23544,1993,4,640.0,96.0,8,160.0
41322,36622,1974,68254,6958,1993,4,672.0,100.8,8,168.0
41323,31656,833,17906,43042,1993,4,896.0,134.4,8,224.0
41324,28583,3532,110685,46312,1993,4,968.0,145.2,8,242.0
41325,35559,643,125977,7324,1993,4,1452.0,217.8,8,363.0
41326,9009,2629,64730,5138,1993,4,1496.0,224.4,8,374.0
41327,39184,2488,163498,18324,1993,4,4636.0,695.4,8,1159.0
41328,4673,6326,170058,19883,1993,4,9068.0,1360.2,8,2267.0
41329,40437,6314,47826,12996,1994,4,524.0,78.6,8,131.0
41330,7069,1781,133799,40051,1994,4,528.0,79.2,8,132.0
41331,17806,3645,3825,29333,1994,4,528.0,79.2,8,132.0
41332,11591,2569,13190,17945,1994,4,648.0,97.2,8,162.0
41333,27136,8318,149239,25813,1994,4,820.0,123.0,8,205.0
41334,3516,2189,13492,3240,1994,4,932.0,139.8,8,233.0
41335,11147,3719,43486,18897,1994,4,1192.0,178.8,8,298.0
41336,38301,3084,160080,14939,1994,4,3968.0,595.2,8,992.0
41337,43180,6487,157005,38199,1994,4,7112.0,1066.8,8,1778.0
41338,31477,229,70128,11452,1995,4,784.0,117.6,8,196.0
41339,39682,7560,121456,8061,1995,4,1000.0,150.0,8,250.0
41340,14812,5884,55697,28427,1995,4,1068.0,160.2,8,267.0
41341,29093,1067,46306,7505,1995,4,1232.0,184.8,8,308.0
41342,14865,4966,139636,15180,1995,4,1280.0,192.0,8,320.0
41343,28582,7707,132827,29466,1996,4,304.0,45.6,8,76.0
41344,8183,5119,99772,38732,1996,4,472.0,70.8,8,118.0
41345,46051,6919,105043,3693,1996,4,860.0,129.0,8,215.0
41346,801,7190,133952,12382,1996,4,1776.0,266.4,8,444.0
41347,31102,3194,163341,19983,1996,4,4736.0,710.4,8,1184.0
41348,1813,6573,94490,32379,1997,4,372.0,55.8,8,93.0
41349,16494,4178,141015,38839,1997,4,636.0,95.4,8,159.0
41350,2758,2748,54609,779,1997,4,1192.0,178.8,8,298.0
41351,49470,3057,117200,1250,1997,4,1932.0,289.8,8,483.0
41352,5963,3823,149039,14466,1998,4,192.0,28.8,8,48.0
41353,49803,4336,106485,6364,1998,4,532.0,79.8,8,133.0
41354,32153,174,8414,2564,1998,4,620.0,93.0,8,155.0
41355,43852,5269,13267,8010,1998,4,984.0,147.6,8,246.0
41356,35076,7455,64412,399,1998,4,1220.0,183.0,8,305.0
41357,38560,2364,165778,11062,1998,4,2004.0,300.6,8,501.0
41358,13133,7714,112746,28494,1999,4,124.0,18.6,8,31.0
41359,44987,6771,76212,9518,1999,4,536.0,80.4,8,134.0
41360,43193,4459,48486,6926,1999,4,756.0,113.4,8,189.0
41361,26531,6133,100681,29854,1999,4,880.0,132.0,8,220.0
