,catid,eventid,eventname,catname
7187,9,4952,Michael McDonald,Pop
7188,9,5208,Michael McDonald,Pop
7189,9,5690,Michael McDonald,Pop
7190,9,5775,Michael McDonald,Pop
7191,9,5778,Michael McDonald,Pop
7192,9,6587,Michael McDonald,Pop
7193,9,6693,Michael McDonald,Pop
7194,9,7561,Michael McDonald,Pop
7195,9,8309,Michael McDonald,Pop
7196,9,8426,Michael McDonald,Pop
7197,9,4115,Mike Gordon,Pop
7198,9,4230,Mike Gordon,Pop
7199,9,4243,Mike Gordon,Pop
7200,9,4835,Mike Gordon,Pop
7201,9,6575,Mike Gordon,Pop
7202,9,7480,Mike Gordon,Pop
7203,9,7489,Mike Gordon,Pop
7204,9,8234,Mike Gordon,Pop
7205,9,3946,Missy Higgins,Pop
7206,9,4390,Missy Higgins,Pop
7207,9,4404,Missy Higgins,Pop
7208,9,4458,Missy Higgins,Pop
7209,9,5763,Missy Higgins,Pop
7210,9,5975,Missy Higgins,Pop
7211,9,6180,Missy Higgins,Pop
7212,9,6276,Missy Higgins,Pop
7213,9,6751,Missy Higgins,Pop
7214,9,6824,Missy Higgins,Pop
7215,9,7342,Missy Higgins,Pop
7216,9,7585,Missy Higgins,Pop
7217,9,7921,Missy Higgins,Pop
7218,9,8596,Missy Higgins,Pop
7219,9,5867,Mogwai,Pop
7220,9,6601,Mogwai,Pop
7221,9,6885,Mogwai,Pop
7222,9,8554,Mogwai,Pop
7223,9,4293,Monsters of Rock,Pop
7224,9,4405,Monsters of Rock,Pop
7225,9,4492,Monsters of Rock,Pop
7226,9,4955,Monsters of Rock,Pop
7227,9,5206,Monsters of Rock,Pop
7228,9,5613,Monsters of Rock,Pop
7229,9,6020,Monsters of Rock,Pop
7230,9,6128,Monsters of Rock,Pop
7231,9,6315,Monsters of Rock,Pop
7232,9,6773,Monsters of Rock,Pop
7233,9,7016,Monsters of Rock,Pop
7234,9,7298,Monsters of Rock,Pop
7235,9,7365,Monsters of Rock,Pop
7236,9,7594,Monsters of Rock,Pop
7237,9,8023,Monsters of Rock,Pop
7238,9,8127,Monsters of Rock,Pop
7239,9,4075,Montgomery Gentry,Pop
7240,9,4099,Montgomery Gentry,Pop
7241,9,4429,Montgomery Gentry,Pop
7242,9,4539,Montgomery Gentry,Pop
7243,9,5779,Montgomery Gentry,Pop
7244,9,6231,Montgomery Gentry,Pop
7245,9,6919,Montgomery Gentry,Pop
7246,9,7172,Montgomery Gentry,Pop
7247,9,7268,Montgomery Gentry,Pop
7248,9,7624,Montgomery Gentry,Pop
7249,9,8307,Montgomery Gentry,Pop
7250,9,8682,Montgomery Gentry,Pop
7251,9,4294,Mos Def,Pop
7252,9,6210,Mos Def,Pop
7253,9,6510,Mos Def,Pop
7254,9,6816,Mos Def,Pop
7255,9,8287,Mos Def,Pop
7256,9,8542,Mos Def,Pop
7257,9,4148,Motley Crue,Pop
7258,9,5183,Motley Crue,Pop
7259,9,5579,Motley Crue,Pop
7260,9,5881,Motley Crue,Pop
7261,9,6068,Motley Crue,Pop
7262,9,6200,Motley Crue,Pop
7263,9,6457,Motley Crue,Pop
7264,9,6569,Motley Crue,Pop
7265,9,6839,Motley Crue,Pop
7266,9,6975,Motley Crue,Pop
7267,9,8148,Motley Crue,Pop
7268,9,8254,Motley Crue,Pop
7269,9,3848,Motorhead,Pop
7270,9,4636,Motorhead,Pop
7271,9,5182,Motorhead,Pop
7272,9,5398,Motorhead,Pop
7273,9,5448,Motorhead,Pop
7274,9,5919,Motorhead,Pop
7275,9,6283,Motorhead,Pop
7276,9,6633,Motorhead,Pop
7277,9,6747,Motorhead,Pop
7278,9,7237,Motorhead,Pop
7279,9,7520,Motorhead,Pop
7280,9,8352,Motorhead,Pop
7281,9,8646,Motorhead,Pop
7282,9,8672,Motorhead,Pop
7283,9,8773,Motorhead,Pop
7284,9,4279,My Bloody Valentine,Pop
7285,9,4453,My Bloody Valentine,Pop
7286,9,5056,My Bloody Valentine,Pop
7287,9,5152,My Bloody Valentine,Pop
7288,9,5412,My Bloody Valentine,Pop
7289,9,5421,My Bloody Valentine,Pop
7290,9,6228,My Bloody Valentine,Pop
7291,9,4137,My Morning Jacket,Pop
7292,9,4421,My Morning Jacket,Pop
7293,9,5839,My Morning Jacket,Pop
7294,9,6257,My Morning Jacket,Pop
7295,9,6659,My Morning Jacket,Pop
7296,9,6810,My Morning Jacket,Pop
7297,9,8114,My Morning Jacket,Pop
7298,9,8154,My Morning Jacket,Pop
7299,9,4083,N.E.R.D.,Pop
7300,9,4825,N.E.R.D.,Pop
7301,9,6240,N.E.R.D.,Pop
7302,9,6330,N.E.R.D.,Pop
7303,9,8001,N.E.R.D.,Pop
7304,9,8048,N.E.R.D.,Pop
7305,9,3815,Nas,Pop
7306,9,4071,Nas,Pop
7307,9,4297,Nas,Pop
7308,9,4802,Nas,Pop
7309,9,5462,Nas,Pop
7310,9,6357,Nas,Pop
7311,9,6986,Nas,Pop
7312,9,7108,Nas,Pop
7313,9,7352,Nas,Pop
7314,9,7414,Nas,Pop
7315,9,8522,Nas,Pop
7316,9,4116,Nashville Star,Pop
7317,9,5177,Nashville Star,Pop
7318,9,5583,Nashville Star,Pop
7319,9,5810,Nashville Star,Pop
7320,9,5842,Nashville Star,Pop
7321,9,7305,Nashville Star,Pop
7322,9,7537,Nashville Star,Pop
7323,9,7859,Nashville Star,Pop
7324,9,8688,Nashville Star,Pop
7325,9,5102,Natalie Cole,Pop
7326,9,5640,Natalie Cole,Pop
7327,9,7257,Natalie Cole,Pop
7328,9,7628,Natalie Cole,Pop
7329,9,7818,Natalie Cole,Pop
7330,9,7926,Natalie Cole,Pop
7331,9,8204,Natalie Cole,Pop
7332,9,8296,Natalie Cole,Pop
7333,9,3889,Natasha Bedingfield,Pop
7334,9,4700,Natasha Bedingfield,Pop
7335,9,5266,Natasha Bedingfield,Pop
7336,9,5612,Natasha Bedingfield,Pop
7337,9,5873,Natasha Bedingfield,Pop
7338,9,6268,Natasha Bedingfield,Pop
7339,9,6452,Natasha Bedingfield,Pop
7340,9,6488,Natasha Bedingfield,Pop
7341,9,6512,Natasha Bedingfield,Pop
7342,9,8425,Natasha Bedingfield,Pop
7343,9,8653,Natasha Bedingfield,Pop
7344,9,3926,Neil Diamond,Pop
7345,9,4623,Neil Diamond,Pop
7346,9,4799,Neil Diamond,Pop
7347,9,5650,Neil Diamond,Pop
7348,9,6073,Neil Diamond,Pop
7349,9,6393,Neil Diamond,Pop
7350,9,6863,Neil Diamond,Pop
7351,9,6898,Neil Diamond,Pop
7352,9,7998,Neil Diamond,Pop
7353,9,8415,Neil Diamond,Pop
7354,9,8654,Neil Diamond,Pop
7355,9,4076,Neville Brothers,Pop
7356,9,4769,Neville Brothers,Pop
7357,9,6425,Neville Brothers,Pop
7358,9,6614,Neville Brothers,Pop
7359,9,6729,Neville Brothers,Pop
7360,9,7335,Neville Brothers,Pop
7361,9,7867,Neville Brothers,Pop
7362,9,8137,Neville Brothers,Pop
7363,9,3856,New Kids on the Block,Pop
7364,9,4457,New Kids on the Block,Pop
7365,9,5961,New Kids on the Block,Pop
7366,9,6356,New Kids on the Block,Pop
7367,9,6695,New Kids on the Block,Pop
7368,9,7332,New Kids on the Block,Pop
7369,9,7755,New Kids on the Block,Pop
7370,9,7969,New Kids on the Block,Pop
7371,9,8677,New Kids on the Block,Pop
7372,9,3838,Nick Cave,Pop
7373,9,5088,Nick Cave,Pop
7374,9,5203,Nick Cave,Pop
7375,9,5388,Nick Cave,Pop
7376,9,6341,Nick Cave,Pop
7377,9,6829,Nick Cave,Pop
7378,9,7041,Nick Cave,Pop
7379,9,7123,Nick Cave,Pop
7380,9,7574,Nick Cave,Pop
7381,9,7650,Nick Cave,Pop
7382,9,7978,Nick Cave,Pop
7383,9,8132,Nick Cave,Pop
7384,9,8220,Nick Cave,Pop
7385,9,8370,Nick Cave,Pop
7386,9,8740,Nick Cave,Pop
7387,9,3975,Nine Inch Nails,Pop
7388,9,4023,Nine Inch Nails,Pop
7389,9,5211,Nine Inch Nails,Pop
7390,9,5268,Nine Inch Nails,Pop
7391,9,5483,Nine Inch Nails,Pop
7392,9,6464,Nine Inch Nails,Pop
7393,9,6921,Nine Inch Nails,Pop
7394,9,7523,Nine Inch Nails,Pop
7395,9,7749,Nine Inch Nails,Pop
7396,9,8222,Nine Inch Nails,Pop
7397,9,8767,Nine Inch Nails,Pop
7398,9,3912,Nofx,Pop
7399,9,4015,Nofx,Pop
7400,9,4102,Nofx,Pop
7401,9,4482,Nofx,Pop
7402,9,4557,Nofx,Pop
7403,9,6672,Nofx,Pop
7404,9,6994,Nofx,Pop
7405,9,6999,Nofx,Pop
7406,9,7327,Nofx,Pop
7407,9,7376,Nofx,Pop
7408,9,7439,Nofx,Pop
7409,9,7630,Nofx,Pop
7410,9,7666,Nofx,Pop
7411,9,8050,Nofx,Pop
7412,9,8575,Nofx,Pop
7413,9,4446,O.A.R.,Pop
7414,9,4540,O.A.R.,Pop
7415,9,6513,O.A.R.,Pop
7416,9,6602,O.A.R.,Pop
7417,9,6963,O.A.R.,Pop
7418,9,7148,O.A.R.,Pop
7419,9,7195,O.A.R.,Pop
7420,9,8537,O.A.R.,Pop
7421,9,3820,Oasis,Pop
7422,9,4168,Oasis,Pop
7423,9,5187,Oasis,Pop
7424,9,6785,Oasis,Pop
7425,9,3972,Old 97s,Pop
7426,9,5153,Old 97s,Pop
7427,9,5223,Old 97s,Pop
7428,9,5602,Old 97s,Pop
7429,9,5879,Old 97s,Pop
7430,9,6246,Old 97s,Pop
7431,9,7008,Old 97s,Pop
7432,9,7502,Old 97s,Pop
7433,9,8226,Old 97s,Pop
7434,9,8233,Old 97s,Pop
7435,9,4629,Oliver Dragojevic,Pop
7436,9,4696,Oliver Dragojevic,Pop
7437,9,4736,Oliver Dragojevic,Pop
7438,9,4828,Oliver Dragojevic,Pop
7439,9,5156,Oliver Dragojevic,Pop
7440,9,5357,Oliver Dragojevic,Pop
7441,9,6154,Oliver Dragojevic,Pop
7442,9,6292,Oliver Dragojevic,Pop
7443,9,6838,Oliver Dragojevic,Pop
7444,9,7234,Oliver Dragojevic,Pop
7445,9,8173,Oliver Dragojevic,Pop
7446,9,8244,Oliver Dragojevic,Pop
7447,9,8638,Oliver Dragojevic,Pop
7448,9,8792,Oliver Dragojevic,Pop
7449,9,4181,Paramore,Pop
7450,9,4197,Paramore,Pop
7451,9,4347,Paramore,Pop
7452,9,4714,Paramore,Pop
7453,9,4956,Paramore,Pop
7454,9,5024,Paramore,Pop
7455,9,5292,Paramore,Pop
7456,9,6390,Paramore,Pop
7457,9,6626,Paramore,Pop
7458,9,6793,Paramore,Pop
7459,9,7313,Paramore,Pop
7460,9,8135,Paramore,Pop
7461,9,8495,Paramore,Pop
7462,9,8678,Paramore,Pop
7463,9,5244,Pat Benatar,Pop
7464,9,5669,Pat Benatar,Pop
7465,9,5822,Pat Benatar,Pop
7466,9,5878,Pat Benatar,Pop
7467,9,7225,Pat Benatar,Pop
7468,9,7530,Pat Benatar,Pop
7469,9,7607,Pat Benatar,Pop
7470,9,7659,Pat Benatar,Pop
7471,9,8438,Pat Benatar,Pop
7472,9,3951,Patty Griffin,Pop
7473,9,4659,Patty Griffin,Pop
7474,9,4786,Patty Griffin,Pop
7475,9,5443,Patty Griffin,Pop
7476,9,5504,Patty Griffin,Pop
7477,9,5534,Patty Griffin,Pop
7478,9,6069,Patty Griffin,Pop
7479,9,6728,Patty Griffin,Pop
7480,9,6840,Patty Griffin,Pop
7481,9,7384,Patty Griffin,Pop
7482,9,7604,Patty Griffin,Pop
7483,9,7780,Patty Griffin,Pop
7484,9,7958,Patty Griffin,Pop
7485,9,8313,Patty Griffin,Pop
7486,9,4375,Paul McCartney,Pop
7487,9,4861,Paul McCartney,Pop
7488,9,5744,Paul McCartney,Pop
7489,9,6088,Paul McCartney,Pop
7490,9,6184,Paul McCartney,Pop
7491,9,6466,Paul McCartney,Pop
7492,9,6792,Paul McCartney,Pop
7493,9,6887,Paul McCartney,Pop
7494,9,7655,Paul McCartney,Pop
7495,9,8013,Paul McCartney,Pop
7496,9,8552,Paul McCartney,Pop
7497,9,8589,Paul McCartney,Pop
7498,9,3879,Paul Weller,Pop
7499,9,5216,Paul Weller,Pop
7500,9,5283,Paul Weller,Pop
7501,9,5638,Paul Weller,Pop
7502,9,6085,Paul Weller,Pop
7503,9,6892,Paul Weller,Pop
7504,9,7598,Paul Weller,Pop
7505,9,7960,Paul Weller,Pop
7506,9,8282,Paul Weller,Pop
7507,9,8776,Paul Weller,Pop
7508,9,4051,Pepe Aguilar,Pop
7509,9,4146,Pepe Aguilar,Pop
7510,9,6430,Pepe Aguilar,Pop
7511,9,6791,Pepe Aguilar,Pop
7512,9,7494,Pepe Aguilar,Pop
7513,9,7875,Pepe Aguilar,Pop
7514,9,4308,Peter Frampton,Pop
7515,9,4560,Peter Frampton,Pop
7516,9,4726,Peter Frampton,Pop
7517,9,4868,Peter Frampton,Pop
7518,9,4974,Peter Frampton,Pop
7519,9,5333,Peter Frampton,Pop
7520,9,6518,Peter Frampton,Pop
7521,9,7356,Peter Frampton,Pop
7522,9,7726,Peter Frampton,Pop
7523,9,8047,Peter Frampton,Pop
7524,9,4207,Phil Vassar,Pop
7525,9,4657,Phil Vassar,Pop
7526,9,6139,Phil Vassar,Pop
7527,9,6937,Phil Vassar,Pop
7528,9,7135,Phil Vassar,Pop
7529,9,7412,Phil Vassar,Pop
7530,9,8412,Phil Vassar,Pop
7531,9,8564,Phil Vassar,Pop
7532,9,4074,Poison,Pop
7533,9,4510,Poison,Pop
7534,9,4715,Poison,Pop
7535,9,4838,Poison,Pop
7536,9,4865,Poison,Pop
7537,9,5066,Poison,Pop
7538,9,5806,Poison,Pop
7539,9,6056,Poison,Pop
7540,9,6162,Poison,Pop
7541,9,6305,Poison,Pop
7542,9,6670,Poison,Pop
7543,9,7233,Poison,Pop
7544,9,7719,Poison,Pop
7545,9,8311,Poison,Pop
7546,9,4687,Projekt Revolution,Pop
7547,9,4692,Projekt Revolution,Pop
7548,9,5207,Projekt Revolution,Pop
7549,9,5433,Projekt Revolution,Pop
7550,9,5870,Projekt Revolution,Pop
7551,9,5877,Projekt Revolution,Pop
7552,9,6804,Projekt Revolution,Pop
7553,9,6843,Projekt Revolution,Pop
7554,9,7113,Projekt Revolution,Pop
7555,9,7473,Projekt Revolution,Pop
7556,9,7728,Projekt Revolution,Pop
7557,9,7876,Projekt Revolution,Pop
7558,9,8206,Projekt Revolution,Pop
7559,9,8231,Projekt Revolution,Pop
7560,9,8344,Projekt Revolution,Pop
7561,9,8789,Projekt Revolution,Pop
7562,9,4055,Queensryche,Pop
7563,9,4536,Queensryche,Pop
7564,9,4655,Queensryche,Pop
7565,9,4759,Queensryche,Pop
7566,9,4897,Queensryche,Pop
7567,9,5401,Queensryche,Pop
7568,9,6630,Queensryche,Pop
7569,9,7887,Queensryche,Pop
7570,9,7967,Queensryche,Pop
7571,9,8332,Queensryche,Pop
7572,9,3886,REO Speedwagon,Pop
7573,9,5396,REO Speedwagon,Pop
7574,9,5699,REO Speedwagon,Pop
7575,9,6014,REO Speedwagon,Pop
7576,9,6279,REO Speedwagon,Pop
7577,9,6455,REO Speedwagon,Pop
7578,9,6668,REO Speedwagon,Pop
7579,9,7059,REO Speedwagon,Pop
7580,9,7528,REO Speedwagon,Pop
7581,9,7578,REO Speedwagon,Pop
7582,9,5120,Radiohead,Pop
7583,9,5382,Radiohead,Pop
7584,9,5456,Radiohead,Pop
7585,9,6037,Radiohead,Pop
7586,9,6579,Radiohead,Pop
7587,9,7017,Radiohead,Pop
7588,9,3863,Rancid,Pop
7589,9,4189,Rancid,Pop
7590,9,5229,Rancid,Pop
7591,9,6061,Rancid,Pop
7592,9,6113,Rancid,Pop
7593,9,6369,Rancid,Pop
7594,9,7421,Rancid,Pop
7595,9,8081,Rancid,Pop
7596,9,4582,Randy Owen,Pop
7597,9,4606,Randy Owen,Pop
7598,9,6329,Randy Owen,Pop
7599,9,8696,Randy Owen,Pop
7600,9,4693,Randy Travis,Pop
7601,9,4717,Randy Travis,Pop
7602,9,5301,Randy Travis,Pop
7603,9,6743,Randy Travis,Pop
7604,9,7176,Randy Travis,Pop
7605,9,7924,Randy Travis,Pop
7606,9,8493,Randy Travis,Pop
7607,9,6254,Rascal Flatts,Pop
7608,9,6439,Rascal Flatts,Pop
7609,9,6616,Rascal Flatts,Pop
7610,9,8147,Rascal Flatts,Pop
7611,9,4858,Ray Davies,Pop
7612,9,5425,Ray Davies,Pop
7613,9,6708,Ray Davies,Pop
7614,9,6870,Ray Davies,Pop
7615,9,8291,Ray Davies,Pop
7616,9,8371,Ray Davies,Pop
7617,9,8530,Ray Davies,Pop
7618,9,8532,Ray Davies,Pop
7619,9,8729,Ray Davies,Pop
7620,9,3921,Ray Lamontagne,Pop
7621,9,4000,Ray Lamontagne,Pop
7622,9,4188,Ray Lamontagne,Pop
7623,9,5141,Ray Lamontagne,Pop
7624,9,5249,Ray Lamontagne,Pop
7625,9,5584,Ray Lamontagne,Pop
7626,9,5743,Ray Lamontagne,Pop
7627,9,5801,Ray Lamontagne,Pop
7628,9,6950,Ray Lamontagne,Pop
7629,9,7451,Ray Lamontagne,Pop
7630,9,7631,Ray Lamontagne,Pop
7631,9,8514,Ray Lamontagne,Pop
7632,9,5086,Reba McEntire,Pop
7633,9,5445,Reba McEntire,Pop
7634,9,5872,Reba McEntire,Pop
7635,9,6204,Reba McEntire,Pop
7636,9,6502,Reba McEntire,Pop
7637,9,6537,Reba McEntire,Pop
7638,9,7554,Reba McEntire,Pop
7639,9,7812,Reba McEntire,Pop
7640,9,5392,Reba and Kelly Clarkson,Pop
7641,9,7282,Reba and Kelly Clarkson,Pop
7642,9,7542,Reba and Kelly Clarkson,Pop
7643,9,7549,Reba and Kelly Clarkson,Pop
7644,9,7647,Reba and Kelly Clarkson,Pop
7645,9,4272,Red Hot Chili Peppers,Pop
7646,9,4411,Red Hot Chili Peppers,Pop
7647,9,5188,Red Hot Chili Peppers,Pop
7648,9,5470,Red Hot Chili Peppers,Pop
7649,9,6378,Red Hot Chili Peppers,Pop
7650,9,6500,Red Hot Chili Peppers,Pop
7651,9,6566,Red Hot Chili Peppers,Pop
7652,9,7105,Red Hot Chili Peppers,Pop
7653,9,7165,Red Hot Chili Peppers,Pop
7654,9,7809,Red Hot Chili Peppers,Pop
7655,9,3842,Regina Spektor,Pop
7656,9,4484,Regina Spektor,Pop
7657,9,4834,Regina Spektor,Pop
7658,9,5316,Regina Spektor,Pop
7659,9,5330,Regina Spektor,Pop
7660,9,5849,Regina Spektor,Pop
7661,9,6004,Regina Spektor,Pop
7662,9,6717,Regina Spektor,Pop
7663,9,7865,Regina Spektor,Pop
7664,9,8418,Regina Spektor,Pop
7665,9,4151,Return To Forever,Pop
7666,9,4242,Return To Forever,Pop
7667,9,6104,Return To Forever,Pop
7668,9,8711,Return To Forever,Pop
7669,9,3897,Rick Braun,Pop
7670,9,4131,Rick Braun,Pop
7671,9,4427,Rick Braun,Pop
7672,9,5541,Rick Braun,Pop
7673,9,5733,Rick Braun,Pop
7674,9,5742,Rick Braun,Pop
7675,9,6029,Rick Braun,Pop
7676,9,6144,Rick Braun,Pop
7677,9,6223,Rick Braun,Pop
7678,9,7042,Rick Braun,Pop
7679,9,7297,Rick Braun,Pop
7680,9,7465,Rick Braun,Pop
7681,9,7612,Rick Braun,Pop
7682,9,3806,Rick Springfield,Pop
7683,9,3868,Rick Springfield,Pop
7684,9,4040,Rick Springfield,Pop
7685,9,5434,Rick Springfield,Pop
7686,9,5442,Rick Springfield,Pop
7687,9,5510,Rick Springfield,Pop
7688,9,5595,Rick Springfield,Pop
7689,9,5966,Rick Springfield,Pop
7690,9,6689,Rick Springfield,Pop
7691,9,6962,Rick Springfield,Pop
7692,9,7525,Rick Springfield,Pop
7693,9,8325,Rick Springfield,Pop
7694,9,8459,Rick Springfield,Pop
7695,9,8544,Rick Springfield,Pop
7696,9,8630,Rick Springfield,Pop
7697,9,3949,Ringo Starr,Pop
7698,9,4032,Ringo Starr,Pop
7699,9,5132,Ringo Starr,Pop
7700,9,5557,Ringo Starr,Pop
7701,9,5712,Ringo Starr,Pop
7702,9,6226,Ringo Starr,Pop
7703,9,6458,Ringo Starr,Pop
7704,9,6800,Ringo Starr,Pop
7705,9,7533,Ringo Starr,Pop
7706,9,7619,Ringo Starr,Pop
7707,9,8012,Ringo Starr,Pop
7708,9,8108,Ringo Starr,Pop
7709,9,8212,Ringo Starr,Pop
7710,9,8330,Ringo Starr,Pop
7711,9,8341,Ringo Starr,Pop
7712,9,4379,Robert Cray Band,Pop
7713,9,5051,Robert Cray Band,Pop
7714,9,5562,Robert Cray Band,Pop
7715,9,6382,Robert Cray Band,Pop
7716,9,6389,Robert Cray Band,Pop
7717,9,7120,Robert Cray Band,Pop
7718,9,7591,Robert Cray Band,Pop
7719,9,7642,Robert Cray Band,Pop
7720,9,7708,Robert Cray Band,Pop
7721,9,7811,Robert Cray Band,Pop
7722,9,8126,Robert Cray Band,Pop
7723,9,8440,Robert Cray Band,Pop
7724,9,8757,Robert Cray Band,Pop
7725,9,4174,Robert Plant and Alison Krauss,Pop
7726,9,4595,Robert Plant and Alison Krauss,Pop
7727,9,4702,Robert Plant and Alison Krauss,Pop
7728,9,6876,Robert Plant and Alison Krauss,Pop
7729,9,7345,Robert Plant and Alison Krauss,Pop
7730,9,7652,Robert Plant and Alison Krauss,Pop
7731,9,8499,Robert Plant and Alison Krauss,Pop
7732,9,8615,Robert Plant and Alison Krauss,Pop
7733,9,8717,Robert Plant and Alison Krauss,Pop
7734,9,4276,Rock The Bayou,Pop
7735,9,5005,Rock The Bayou,Pop
7736,9,5169,Rock The Bayou,Pop
7737,9,5987,Rock The Bayou,Pop
7738,9,6366,Rock The Bayou,Pop
7739,9,6858,Rock The Bayou,Pop
7740,9,7131,Rock The Bayou,Pop
7741,9,7220,Rock The Bayou,Pop
7742,9,7221,Rock The Bayou,Pop
7743,9,7544,Rock The Bayou,Pop
7744,9,8556,Rock The Bayou,Pop
7745,9,8607,Rock The Bayou,Pop
7746,9,5032,Rock To Win At the DNC,Pop
7747,9,5105,Rock To Win At the DNC,Pop
7748,9,5341,Rock To Win At the DNC,Pop
7749,9,7617,Rock To Win At the DNC,Pop
7750,9,7622,Rock To Win At the DNC,Pop
7751,9,4268,Rock the Bells,Pop
7752,9,4433,Rock the Bells,Pop
7753,9,4501,Rock the Bells,Pop
7754,9,4577,Rock the Bells,Pop
7755,9,4898,Rock the Bells,Pop
7756,9,5241,Rock the Bells,Pop
7757,9,5945,Rock the Bells,Pop
7758,9,7790,Rock the Bells,Pop
7759,9,8245,Rock the Bells,Pop
7760,9,4845,Rod Stewart,Pop
7761,9,5234,Rod Stewart,Pop
7762,9,5647,Rod Stewart,Pop
7763,9,6099,Rod Stewart,Pop
7764,9,6645,Rod Stewart,Pop
7765,9,6996,Rod Stewart,Pop
7766,9,7156,Rod Stewart,Pop
7767,9,7386,Rod Stewart,Pop
7768,9,7667,Rod Stewart,Pop
7769,9,7711,Rod Stewart,Pop
7770,9,8011,Rod Stewart,Pop
7771,9,8750,Rod Stewart,Pop
7772,9,4264,Rodrigo y Gabriela,Pop
7773,9,4456,Rodrigo y Gabriela,Pop
7774,9,4686,Rodrigo y Gabriela,Pop
7775,9,5827,Rodrigo y Gabriela,Pop
7776,9,5996,Rodrigo y Gabriela,Pop
7777,9,6270,Rodrigo y Gabriela,Pop
7778,9,7025,Rodrigo y Gabriela,Pop
7779,9,7682,Rodrigo y Gabriela,Pop
7780,9,7893,Rodrigo y Gabriela,Pop
7781,9,8280,Rodrigo y Gabriela,Pop
7782,9,5199,Rolling Stones,Pop
7783,9,5594,Rolling Stones,Pop
7784,9,6090,Rolling Stones,Pop
7785,9,6291,Rolling Stones,Pop
7786,9,7355,Rolling Stones,Pop
7787,9,8151,Rolling Stones,Pop
7788,9,8413,Rolling Stones,Pop
7789,9,8543,Rolling Stones,Pop
7790,9,4109,Rush,Pop
7791,9,4314,Rush,Pop
7792,9,4509,Rush,Pop
7793,9,5074,Rush,Pop
7794,9,5474,Rush,Pop
7795,9,5714,Rush,Pop
7796,9,5821,Rush,Pop
7797,9,6209,Rush,Pop
7798,9,7109,Rush,Pop
7799,9,7293,Rush,Pop
7800,9,8249,Rush,Pop
7801,9,3899,Rusted Root,Pop
7802,9,4128,Rusted Root,Pop
7803,9,4328,Rusted Root,Pop
7804,9,4591,Rusted Root,Pop
7805,9,4820,Rusted Root,Pop
7806,9,4891,Rusted Root,Pop
7807,9,5064,Rusted Root,Pop
7808,9,5866,Rusted Root,Pop
7809,9,6982,Rusted Root,Pop
7810,9,7033,Rusted Root,Pop
7811,9,7266,Rusted Root,Pop
7812,9,7333,Rusted Root,Pop
7813,9,8242,Rusted Root,Pop
7814,9,8322,Rusted Root,Pop
7815,9,4096,Ryan Adams,Pop
7816,9,4435,Ryan Adams,Pop
7817,9,5078,Ryan Adams,Pop
7818,9,5094,Ryan Adams,Pop
7819,9,5122,Ryan Adams,Pop
7820,9,5130,Ryan Adams,Pop
7821,9,5522,Ryan Adams,Pop
7822,9,6492,Ryan Adams,Pop
7823,9,7009,Ryan Adams,Pop
7824,9,7341,Ryan Adams,Pop
7825,9,7425,Ryan Adams,Pop
7826,9,7920,Ryan Adams,Pop
7827,9,4387,Sammy Hagar,Pop
7828,9,4472,Sammy Hagar,Pop
7829,9,4586,Sammy Hagar,Pop
7830,9,5189,Sammy Hagar,Pop
7831,9,5480,Sammy Hagar,Pop
7832,9,5972,Sammy Hagar,Pop
7833,9,7139,Sammy Hagar,Pop
7834,9,7247,Sammy Hagar,Pop
7835,9,7744,Sammy Hagar,Pop
7836,9,8064,Sammy Hagar,Pop
7837,9,8181,Sammy Hagar,Pop
7838,9,8680,Sammy Hagar,Pop
7839,9,3861,Santana,Pop
7840,9,4259,Santana,Pop
7841,9,4369,Santana,Pop
7842,9,4556,Santana,Pop
7843,9,4640,Santana,Pop
7844,9,4816,Santana,Pop
7845,9,5865,Santana,Pop
7846,9,6432,Santana,Pop
7847,9,6744,Santana,Pop
7848,9,8113,Santana,Pop
7849,9,8442,Santana,Pop
7850,9,4191,Sara Bareilles,Pop
7851,9,4756,Sara Bareilles,Pop
7852,9,4781,Sara Bareilles,Pop
7853,9,4824,Sara Bareilles,Pop
7854,9,4895,Sara Bareilles,Pop
7855,9,5289,Sara Bareilles,Pop
7856,9,5376,Sara Bareilles,Pop
7857,9,5490,Sara Bareilles,Pop
7858,9,6224,Sara Bareilles,Pop
7859,9,6444,Sara Bareilles,Pop
7860,9,6656,Sara Bareilles,Pop
7861,9,7436,Sara Bareilles,Pop
7862,9,7483,Sara Bareilles,Pop
7863,9,8042,Sara Bareilles,Pop
7864,9,8432,Sara Bareilles,Pop
7865,9,8570,Sara Bareilles,Pop
7866,9,3850,Sara Evans,Pop
7867,9,4840,Sara Evans,Pop
7868,9,4969,Sara Evans,Pop
7869,9,5159,Sara Evans,Pop
7870,9,6074,Sara Evans,Pop
7871,9,6686,Sara Evans,Pop
7872,9,7905,Sara Evans,Pop
7873,9,8492,Sara Evans,Pop
7874,9,4013,Sarah Brightman,Pop
7875,9,4065,Sarah Brightman,Pop
7876,9,4256,Sarah Brightman,Pop
7877,9,4638,Sarah Brightman,Pop
7878,9,4665,Sarah Brightman,Pop
7879,9,4982,Sarah Brightman,Pop
7880,9,5139,Sarah Brightman,Pop
7881,9,5855,Sarah Brightman,Pop
7882,9,7366,Sarah Brightman,Pop
7883,9,7806,Sarah Brightman,Pop
7884,9,7929,Sarah Brightman,Pop
7885,9,7980,Sarah Brightman,Pop
